DATE|COUNTRIES|GROUND|CITY|COUNTRY|TEAM.1|TEAM.2|WINNER|MARGIN
1984-01-25|Australia v. Pakistan|Sydney Cricket Ground|Sydney|Australia|Australia|Pakistan|Australia|84 runs
1984-01-28|Pakistan v. West Indies|Adelaide Oval|Adelaide|Australia|Pakistan|West Indies|West Indies|1 wicket
1984-01-29|Australia v. West Indies|Adelaide Oval|Adelaide|Australia|Australia|West Indies|West Indies|6 wickets
1984-01-30|Australia v. Pakistan|Adelaide Oval|Adelaide|Australia|Australia|Pakistan|Australia|70 runs
1984-02-04|Pakistan v. West Indies|WACA Ground|Perth|Australia|Pakistan|West Indies|West Indies|7 wickets
1984-02-05|Australia v. West Indies|WACA Ground|Perth|Australia|Australia|West Indies|Australia|14 runs
1984-02-08|Australia v. West Indies|Sydney Cricket Ground|Sydney|Australia|Australia|West Indies|West Indies|9 wickets
1984-02-11|Australia v. West Indies|Melbourne Cricket Ground|Melbourne|Australia|Australia|West Indies||Tied
1984-02-12|Australia v. West Indies|Melbourne Cricket Ground|Melbourne|Australia|Australia|West Indies|West Indies|6 wickets
1984-02-18|New Zealand v. England|AMI Stadium|Christchurch|New Zealand|New Zealand|England|England|54 runs
1984-02-22|New Zealand v. England|Basin Reserve|Wellington|New Zealand|New Zealand|England|England|6 wickets
1984-02-25|New Zealand v. England|Eden Park|Auckland|New Zealand|New Zealand|England|New Zealand|7 wickets
1984-02-29|West Indies v. Australia|Albion Sports Complex|Albion, Berbice, Guyana|West Indies|West Indies|Australia|West Indies|8 wickets
1984-03-03|Sri Lanka v. New Zealand|Sinhalese Sports Club Ground|Colombo|Sri Lanka|Sri Lanka|New Zealand|New Zealand|104 runs
1984-03-09|Pakistan v. England|Gaddafi Stadium|Lahore|Pakistan|Pakistan|England|Pakistan|6 wickets
1984-03-14|West Indies v. Australia|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|West Indies|Australia|Australia|4 wickets
1984-03-26|Pakistan v. England|National Stadium|Karachi|Pakistan|Pakistan|England|England|6 wickets
1984-03-31|Sri Lanka v. New Zealand|Tyronne Fernando Stadium|Moratuwa|Sri Lanka|Sri Lanka|New Zealand|Sri Lanka|41 runs
1984-04-01|Sri Lanka v. New Zealand|P Sara Oval|Colombo|Sri Lanka|Sri Lanka|New Zealand|New Zealand|86 runs
1984-04-06|Pakistan v. Sri Lanka|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|Sri Lanka|Sri Lanka|5 wickets
1984-04-08|India v. Sri Lanka|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Sri Lanka|India|10 wickets
1984-04-13|Pakistan v. India|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|India|India|54 runs
1984-04-19|West Indies v. Australia|Mindoo Philip Park|Castries, St. Lucia|West Indies|West Indies|Australia|West Indies|7 wickets
1984-04-26|West Indies v. Australia|Sabina Park|Kingston, Jamaica|West Indies|West Indies|Australia|West Indies|9 wickets
1984-05-31|England v. West Indies|Old Trafford|Manchester|England|England|West Indies|West Indies|104 runs
1984-06-02|England v. West Indies|Trent Bridge|Nottingham|England|England|West Indies|England|3 wickets
1984-06-04|England v. West Indies|Lord's|London|England|England|West Indies|West Indies|8 wickets
1984-09-28|India v. Australia|Jawaharlal Nehru Stadium (Delhi)|New Delhi, Delhi|India|India|Australia|Australia|48 runs
1984-10-05|India v. Australia|Sardar Patel Stadium|Ahmedabad|India|India|Australia|Australia|7 wickets
1984-10-06|India v. Australia|Nehru Stadium (Indore)|Indore|India|India|Australia|Australia|6 wickets
1984-10-12|Pakistan v. India|Ayub National Stadium|Quetta|Pakistan|Pakistan|India|Pakistan|46 runs
1984-11-03|Sri Lanka v. New Zealand|P Sara Oval|Colombo|Sri Lanka|Sri Lanka|New Zealand|Sri Lanka|4 wickets
1984-11-04|Sri Lanka v. New Zealand|Tyronne Fernando Stadium|Moratuwa|Sri Lanka|Sri Lanka|New Zealand|New Zealand|7 wickets
1984-11-12|Pakistan v. New Zealand|Arbab Niaz Stadium|Peshawar|Pakistan|Pakistan|New Zealand|Pakistan|46 runs
1984-11-23|Pakistan v. New Zealand|Iqbal Stadium|Faisalabad (Lyallpur)|Pakistan|Pakistan|New Zealand|Pakistan|5 runs
1984-12-02|Pakistan v. New Zealand|Jinnah Stadium (Sialkot)|Sialkot|Pakistan|Pakistan|New Zealand|New Zealand|34 runs
1984-12-05|India v. England|Nehru Stadium (Pune)|Pune|India|India|England|England|4 wickets
1984-12-07|Pakistan v. New Zealand|Ibn-e-Qasim Bagh Stadium|Multan|Pakistan|Pakistan|New Zealand|Pakistan|1 wicket
1984-12-27|India v. England|Barabati Stadium|Cuttack|India|India|England|England|4 runs
1985-01-06|Australia v. West Indies|Melbourne Cricket Ground|Melbourne|Australia|Australia|West Indies|West Indies|7 wickets
1985-01-08|Australia v. Sri Lanka|Sydney Cricket Ground|Sydney|Australia|Australia|Sri Lanka|Australia|6 wickets
1985-01-10|Sri Lanka v. West Indies|Tasmania Cricket Association Ground|Hobart|Australia|Sri Lanka|West Indies|West Indies|8 wickets
1985-01-12|New Zealand v. Pakistan|McLean Park|Napier|New Zealand|New Zealand|Pakistan|New Zealand|110 runs
1985-01-12|Sri Lanka v. West Indies|Brisbane Cricket Ground|Brisbane|Australia|Sri Lanka|West Indies|West Indies|90 runs
1985-01-13|Australia v. West Indies|Brisbane Cricket Ground|Brisbane|Australia|Australia|West Indies|West Indies|5 wickets
1985-01-15|New Zealand v. Pakistan|Seddon Park|Hamilton|New Zealand|New Zealand|Pakistan|New Zealand|4 wickets
1985-01-15|Australia v. West Indies|Sydney Cricket Ground|Sydney|Australia|Australia|West Indies|West Indies|5 wickets
1985-01-17|Sri Lanka v. West Indies|Sydney Cricket Ground|Sydney|Australia|Sri Lanka|West Indies|West Indies|65 runs
1985-01-19|Australia v. Sri Lanka|Melbourne Cricket Ground|Melbourne|Australia|Australia|Sri Lanka|Sri Lanka|4 wickets
1985-01-20|India v. England|M Chinnaswamy Stadium|Bengaluru, Bangalore|India|India|England|England|3 wickets
1985-01-20|Australia v. West Indies|Melbourne Cricket Ground|Melbourne|Australia|Australia|West Indies|West Indies|65 runs
1985-01-23|India v. England|Vidarbha Cricket Association Ground|Nagpur|India|India|England|India|3 wickets
1985-01-23|Australia v. Sri Lanka|Sydney Cricket Ground|Sydney|Australia|Australia|Sri Lanka|Australia|3 wickets
1985-01-26|Sri Lanka v. West Indies|Adelaide Oval|Adelaide|Australia|Sri Lanka|West Indies|West Indies|8 wickets
1985-01-27|India v. England|Sector 16 Stadium|Chandigarh|India|India|England|England|7 runs
1985-01-27|Australia v. West Indies|Adelaide Oval|Adelaide|Australia|Australia|West Indies|West Indies|6 wickets
1985-01-28|Australia v. Sri Lanka|Adelaide Oval|Adelaide|Australia|Australia|Sri Lanka|Australia|232 runs
1985-02-02|Sri Lanka v. West Indies|WACA Ground|Perth|Australia|Sri Lanka|West Indies|West Indies|82 runs
1985-02-03|Australia v. Sri Lanka|WACA Ground|Perth|Australia|Australia|Sri Lanka|Australia|9 wickets
1985-02-06|New Zealand v. Pakistan|AMI Stadium|Christchurch|New Zealand|New Zealand|Pakistan|New Zealand|13 runs
1985-02-06|Australia v. West Indies|Sydney Cricket Ground|Sydney|Australia|Australia|West Indies|Australia|26 runs
1985-02-10|Australia v. West Indies|Melbourne Cricket Ground|Melbourne|Australia|Australia|West Indies|West Indies|4 wickets
1985-02-12|Australia v. West Indies|Sydney Cricket Ground|Sydney|Australia|Australia|West Indies|West Indies|7 wickets
1985-02-17|Australia v. England|Melbourne Cricket Ground|Melbourne|Australia|Australia|England|Australia|7 wickets
1985-02-20|India v. Pakistan|Melbourne Cricket Ground|Melbourne|Australia|India|Pakistan|India|6 wickets
1985-02-23|New Zealand v. Sri Lanka|Melbourne Cricket Ground|Melbourne|Australia|New Zealand|Sri Lanka|New Zealand|51 runs
1985-02-24|Australia v. Pakistan|Melbourne Cricket Ground|Melbourne|Australia|Australia|Pakistan|Pakistan|62 runs
1985-02-26|England v. India|Sydney Cricket Ground|Sydney|Australia|England|India|India|86 runs
1985-02-27|Sri Lanka v. West Indies|Melbourne Cricket Ground|Melbourne|Australia|Sri Lanka|West Indies|West Indies|8 wickets
1985-03-02|England v. Pakistan|Melbourne Cricket Ground|Melbourne|Australia|England|Pakistan|Pakistan|67 runs
1985-03-03|Australia v. India|Melbourne Cricket Ground|Melbourne|Australia|Australia|India|India|8 wickets
1985-03-05|India v. New Zealand|Sydney Cricket Ground|Sydney|Australia|India|New Zealand|India|7 wickets
1985-03-06|Pakistan v. West Indies|Melbourne Cricket Ground|Melbourne|Australia|Pakistan|West Indies|Pakistan|7 wickets
1985-03-09|New Zealand v. West Indies|Sydney Cricket Ground|Sydney|Australia|New Zealand|West Indies|West Indies|6 wickets
1985-03-10|India v. Pakistan|Melbourne Cricket Ground|Melbourne|Australia|India|Pakistan|India|8 wickets
1985-03-20|West Indies v. New Zealand|Antigua Recreation Ground|St. John's, Antigua|West Indies|West Indies|New Zealand|West Indies|23 runs
1985-03-22|India v. Pakistan|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Pakistan|India|38 runs
1985-03-24|Australia v. England|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Australia|England|Australia|2 wickets
1985-03-26|England v. Pakistan|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|England|Pakistan|Pakistan|43 runs
1985-03-27|West Indies v. New Zealand|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|West Indies|New Zealand|West Indies|6 wickets
1985-03-29|Australia v. India|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Australia|India|India|3 wickets
1985-04-14|West Indies v. New Zealand|Albion Sports Complex|Albion, Berbice, Guyana|West Indies|West Indies|New Zealand|West Indies|130 runs
1985-04-17|West Indies v. New Zealand|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|West Indies|New Zealand|West Indies|10 wickets
1985-04-23|West Indies v. New Zealand|Kensington Oval|Bridgetown, Barbados|West Indies|West Indies|New Zealand|West Indies|112 runs
1985-05-30|England v. Australia|Old Trafford|Manchester|England|England|Australia|Australia|3 wickets
1985-06-01|England v. Australia|Edgbaston|Birmingham|England|England|Australia|Australia|4 wickets
1985-06-03|England v. Australia|Lord's|London|England|England|Australia|England|8 wickets
1985-08-25|Sri Lanka v. India|Sinhalese Sports Club Ground|Colombo|Sri Lanka|Sri Lanka|India|India|2 wickets
1985-09-21|Sri Lanka v. India|P Sara Oval|Colombo|Sri Lanka|Sri Lanka|India|Sri Lanka|14 runs
1985-10-13|Pakistan v. Sri Lanka|Arbab Niaz Stadium|Peshawar|Pakistan|Pakistan|Sri Lanka|Pakistan|8 wickets
1985-10-23|Pakistan v. Sri Lanka|Jinnah Stadium (Gujwranwala)|Gujwranwala|Pakistan|Pakistan|Sri Lanka|Pakistan|15 runs
1985-10-25|Pakistan v. Sri Lanka|Gaddafi Stadium|Lahore|Pakistan|Pakistan|Sri Lanka|Pakistan|5 wickets
1985-11-03|Pakistan v. Sri Lanka|Niaz Stadium|Hyderabad (Sind)|Pakistan|Pakistan|Sri Lanka|Pakistan|89 runs
1985-11-15|Pakistan v. West Indies|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|West Indies|West Indies|7 wickets
1985-11-17|India v. Pakistan|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Pakistan|Pakistan|48 runs
1985-11-22|India v. West Indies|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|West Indies|West Indies|8 wickets
1985-11-27|Pakistan v. West Indies|Jinnah Stadium (Gujwranwala)|Gujwranwala|Pakistan|Pakistan|West Indies|West Indies|8 wickets
1985-11-29|Pakistan v. West Indies|Gaddafi Stadium|Lahore|Pakistan|Pakistan|West Indies|Pakistan|6 wickets
1985-12-02|Pakistan v. West Indies|Arbab Niaz Stadium|Peshawar|Pakistan|Pakistan|West Indies|West Indies|40 runs
1985-12-04|Pakistan v. West Indies|Pindi Club Ground|Rawalpindi|Pakistan|Pakistan|West Indies|Pakistan|5 wickets
1985-12-06|Pakistan v. West Indies|National Stadium|Karachi|Pakistan|Pakistan|West Indies|West Indies|8 wickets
1986-01-11|India v. New Zealand|Brisbane Cricket Ground|Brisbane|Australia|India|New Zealand|India|5 wickets
1986-01-12|Australia v. India|Brisbane Cricket Ground|Brisbane|Australia|Australia|India|Australia|4 wickets
1986-01-14|Australia v. New Zealand|Sydney Cricket Ground|Sydney|Australia|Australia|New Zealand|Australia|4 wickets
1986-01-16|Australia v. India|Melbourne Cricket Ground|Melbourne|Australia|Australia|India|India|8 wickets
1986-01-18|India v. New Zealand|WACA Ground|Perth|Australia|India|New Zealand|New Zealand|3 wickets
1986-01-19|Australia v. New Zealand|WACA Ground|Perth|Australia|Australia|New Zealand|Australia|4 wickets
1986-01-21|Australia v. India|Sydney Cricket Ground|Sydney|Australia|Australia|India|Australia|100 runs
1986-01-23|India v. New Zealand|Melbourne Cricket Ground|Melbourne|Australia|India|New Zealand|New Zealand|5 wickets
1986-01-25|India v. New Zealand|Adelaide Oval|Adelaide|Australia|India|New Zealand|India|5 wickets
1986-01-26|Australia v. India|Adelaide Oval|Adelaide|Australia|Australia|India|Australia|36 runs
1986-01-27|Australia v. New Zealand|Adelaide Oval|Adelaide|Australia|Australia|New Zealand|New Zealand|206 runs
1986-01-29|Australia v. New Zealand|Sydney Cricket Ground|Sydney|Australia|Australia|New Zealand|Australia|99 runs
1986-01-31|Australia v. India|Melbourne Cricket Ground|Melbourne|Australia|Australia|India|India|6 wickets
1986-02-02|India v. New Zealand|North Tasmania Cricket Association Ground|Launceston|Australia|India|New Zealand|India|22 runs
1986-02-05|Australia v. India|Sydney Cricket Ground|Sydney|Australia|Australia|India|Australia|11 runs
1986-02-09|Australia v. India|Melbourne Cricket Ground|Melbourne|Australia|Australia|India|Australia|7 wickets
1986-02-18|West Indies v. England|Sabina Park|Kingston, Jamaica|West Indies|West Indies|England|West Indies|6 wickets
1986-03-02|Sri Lanka v. Pakistan|Asgiriya Stadium|Kandy|Sri Lanka|Sri Lanka|Pakistan|Pakistan|8 wickets
1986-03-04|West Indies v. England|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|West Indies|England|England|5 wickets
1986-03-11|Sri Lanka v. Pakistan|Sinhalese Sports Club Ground|Colombo|Sri Lanka|Sri Lanka|Pakistan|Pakistan|8 wickets
1986-03-19|New Zealand v. Australia|Carisbrook|Dunedin|New Zealand|New Zealand|Australia|New Zealand|30 runs
1986-03-19|West Indies v. England|Kensington Oval|Bridgetown, Barbados|West Indies|West Indies|England|West Indies|135 runs
1986-03-22|New Zealand v. Australia|AMI Stadium|Christchurch|New Zealand|New Zealand|Australia|New Zealand|53 runs
1986-03-26|New Zealand v. Australia|Basin Reserve|Wellington|New Zealand|New Zealand|Australia|Australia|3 wickets
1986-03-29|New Zealand v. Australia|Eden Park|Auckland|New Zealand|New Zealand|Australia|Australia|44 runs
1986-03-30|Sri Lanka v. Pakistan|P Sara Oval|Colombo|Sri Lanka|Sri Lanka|Pakistan|Pakistan|81 runs
1986-03-31|Bangladesh v. Pakistan|Tyronne Fernando Stadium|Moratuwa|Sri Lanka|Bangladesh|Pakistan|Pakistan|7 wickets
1986-03-31|West Indies v. England|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|West Indies|England|West Indies|8 wickets
1986-04-02|Sri Lanka v. Bangladesh|Asgiriya Stadium|Kandy|Sri Lanka|Sri Lanka|Bangladesh|Sri Lanka|7 wickets
1986-04-05|Sri Lanka v. New Zealand|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|New Zealand|New Zealand|6 wickets
1986-04-06|Sri Lanka v. Pakistan|Sinhalese Sports Club Ground|Colombo|Sri Lanka|Sri Lanka|Pakistan|Sri Lanka|5 wickets
1986-04-07|New Zealand v. Pakistan|Sinhalese Sports Club Ground|Colombo|Sri Lanka|New Zealand|Pakistan|Pakistan|4 wickets
1986-04-10|India v. New Zealand|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|New Zealand|India|3 wickets
1986-04-11|Australia v. Pakistan|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Australia|Pakistan|Pakistan|8 wickets
1986-04-13|India v. Sri Lanka|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Sri Lanka|India|3 wickets
1986-04-15|New Zealand v. Pakistan|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|New Zealand|Pakistan|Pakistan|10 wickets
1986-04-18|India v. Pakistan|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Pakistan|Pakistan|1 wicket
1986-05-24|England v. India|Kennington Oval|London|England|England|India|India|9 wickets
1986-05-26|England v. India|Old Trafford|Manchester|England|England|India|England|5 wickets
1986-07-16|England v. New Zealand|Headingley|Leeds|England|England|New Zealand|New Zealand|47 runs
1986-07-18|England v. New Zealand|Old Trafford|Manchester|England|England|New Zealand|England|6 wickets
1986-09-07|India v. Australia|Sawai Mansingh Stadium|Jaipur|India|India|Australia|India|7 wickets
1986-09-09|India v. Australia|Sher-I-Kashmir Stadium|Srinagar|India|India|Australia|Australia|3 wickets
1986-10-02|India v. Australia|Feroz Shah Kotla|Delhi|India|India|Australia|India|3 wickets
1986-10-05|India v. Australia|Sardar Patel Stadium|Ahmedabad|India|India|Australia|India|52 runs
1986-10-07|India v. Australia|Madhavrao Scindia Cricket Ground|Rajkot|India|India|Australia|Australia|7 wickets
1986-10-17|Pakistan v. West Indies|Arbab Niaz Stadium|Peshawar|Pakistan|Pakistan|West Indies|West Indies|4 wickets
1986-11-04|Pakistan v. West Indies|Jinnah Stadium (Gujwranwala)|Gujwranwala|Pakistan|Pakistan|West Indies|West Indies|18 runs
1986-11-14|Pakistan v. West Indies|Jinnah Stadium (Sialkot)|Sialkot|Pakistan|Pakistan|West Indies|West Indies|4 wickets
1986-11-17|Pakistan v. West Indies|Ibn-e-Qasim Bagh Stadium|Multan|Pakistan|Pakistan|West Indies|West Indies|89 runs
1986-11-18|Pakistan v. West Indies|Niaz Stadium|Hyderabad (Sind)|Pakistan|Pakistan|West Indies|Pakistan|11 runs
1986-11-27|India v. Sri Lanka|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Sri Lanka|India|7 wickets
1986-11-28|Pakistan v. West Indies|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Pakistan|West Indies|West Indies|9 wickets
1986-11-30|India v. West Indies|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|West Indies|West Indies|33 runs
